transaction_id,customer_id,kyc_verified,account_age_days,transaction_amount,channel,timestamp,is_fraud
201031,212,Yes,711,5855,Mobile,2025-08-20 20:43:57+00:00,False
201032,471,Yes,1951,20246,Web,2025-08-25 13:57:04+00:00,False
201033,109,Yes,1906,5214,Mobile,2025-08-16 20:48:10+00:00,False
201034,749,Yes,1750,254753,POS,2025-08-18 05:04:05+00:00,True
201035,672,Yes,2674,4696,POS,2025-08-07 15:29:20+00:00,False
201036,627,Yes,715,9856,Web,2025-08-12 02:30:40+00:00,False
201037,600,Yes,1216,21053,Mobile,2025-08-15 14:25:16+00:00,True
201038,500,No,1101,8782,Mobile,2025-08-11 18:30:27+00:00,True
201039,794,Yes,1347,3049,Mobile,2025-08-10 12:10:42+00:00,False
201040,630,Yes,1854,3082,Web,2025-08-20 06:26:33+00:00,False
201041,166,Yes,1508,2184,Mobile,2025-08-16 23:15:14+00:00,False
201042,193,Yes,2417,23169,Mobile,2025-08-18 16:46:08+00:00,False
201043,493,No,1028,10165,Web,2025-08-23 22:02:51+00:00,False
201044,265,Yes,2452,15194,Mobile,2025-08-15 08:32:37+00:00,True
201045,380,Yes,2363,14507,Web,2025-08-11 16:28:15+00:00,False
201046,509,Yes,1578,33180,Web,2025-08-09 19:16:26+00:00,False
201047,413,Yes,824,4551,Mobile,2025-08-12 21:25:23+00:00,False
201048,479,Yes,2977,9068,POS,2025-08-23 10:23:39+00:00,False
201049,240,No,1742,8312,Mobile,2025-08-06 20:39:10+00:00,False
201050,755,No,1225,8209,Mobile,2025-08-16 09:06:00+00:00,False
201051,572,No,854,3841,Web,2025-08-22 23:56:34+00:00,False
201052,708,Yes,1914,6216,ATM,2025-08-07 02:50:26+00:00,False
201053,209,Yes,128,8170,Mobile,2025-08-12 02:59:02+00:00,False
201054,579,Yes,2973,297110,Web,2025-08-14 19:34:18+00:00,False
201055,374,Yes,607,6499,Mobile,2025-08-25 16:21:05+00:00,False
201056,469,Yes,2372,7119,Mobile,2025-08-23 21:35:07+00:00,False
201057,147,Yes,167,11376,POS,2025-08-02 07:07:33+00:00,False
201058,779,Yes,1129,3661,POS,2025-08-01 18:08:50+00:00,False
201059,304,Yes,936,8581,POS,2025-08-07 18:32:40+00:00,False
201060,447,No,956,18550,Mobile,2025-08-13 04:01:59+00:00,False
201061,758,Yes,2978,270263,POS,2025-08-16 17:25:31+00:00,False
201062,102,Yes,215,4355,Mobile,2025-08-16 22:27:34+00:00,False
201063,305,No,2478,213445,ATM,2025-08-01 02:12:45+00:00,True
201064,670,Yes,267,263606,Web,2025-08-17 01:58:58+00:00,True
201065,761,Yes,1495,2464,Web,2025-08-11 18:07:47+00:00,False
201066,526,Yes,1444,63491,Web,2025-08-16 02:14:39+00:00,False
201067,367,Yes,155,7132,Mobile,2025-08-10 00:45:45+00:00,False
201068,474,Yes,2159,8301,Mobile,2025-08-03 19:12:43+00:00,False
201069,282,Yes,1662,7695,Mobile,2025-08-02 02:42:20+00:00,False
201070,224,Yes,1043,4254,POS,2025-08-16 09:48:13+00:00,False
201071,145,Yes,2818,13218,Mobile,2025-08-23 18:44:26+00:00,False
201072,460,Yes,187,223723,Mobile,2025-08-12 03:31:15+00:00,False
201073,103,Yes,1663,7516,Mobile,2025-08-06 22:12:57+00:00,False
201074,583,Yes,1156,6125,Web,2025-08-20 12:23:38+00:00,True
201075,670,Yes,2140,9373,Web,2025-08-06 01:31:11+00:00,False
201076,770,Yes,636,11750,Mobile,2025-08-04 14:54:19+00:00,False
201077,407,Yes,1796,18605,Web,2025-08-03 16:52:58+00:00,False
201078,402,Yes,328,212093,POS,2025-08-08 17:12:54+00:00,False
201079,289,Yes,2360,11333,Web,2025-08-16 20:33:27+00:00,False
201080,294,Yes,429,7360,Web,2025-08-13 13:27:50+00:00,False
201081,719,Yes,2823,191687,Mobile,2025-08-03 13:16:57+00:00,False
201082,739,Yes,2692,7651,ATM,2025-08-02 15:45:30+00:00,False
201083,260,Yes,2615,118883,Mobile,2025-08-14 12:34:25+00:00,False
201084,330,Yes,2346,23132,Mobile,2025-08-03 09:52:06+00:00,False
201085,727,Yes,2220,12090,Mobile,2025-08-16 15:37:52+00:00,False
201086,254,Yes,2321,178768,Mobile,2025-08-24 09:55:25+00:00,False
201087,370,Yes,2053,8366,POS,2025-08-24 06:06:09+00:00,False
201088,235,Yes,1918,6923,Mobile,2025-08-22 23:17:39+00:00,False
201089,490,Yes,1130,6576,POS,2025-08-24 02:26:55+00:00,False
201090,627,Yes,1300,18241,POS,2025-08-25 15:52:07+00:00,False
201091,402,Yes,1065,9157,Mobile,2025-08-16 09:30:50+00:00,False
201092,694,Yes,2419,8616,Web,2025-08-24 14:55:20+00:00,False
201093,394,Yes,772,3327,POS,2025-08-19 03:32:16+00:00,False
201094,406,Yes,1027,14526,Web,2025-08-06 14:13:34+00:00,False
201095,220,Yes,673,162880,Web,2025-08-17 08:44:52+00:00,True
201096,757,No,750,19737,Web,2025-08-11 00:43:42+00:00,False
201097,349,Yes,560,8142,POS,2025-08-09 20:07:12+00:00,False
201098,403,No,1777,9120,POS,2025-08-19 07:10:47+00:00,False
201099,596,Yes,2918,12904,Mobile,2025-08-10 04:56:39+00:00,False
201100,526,Yes,1866,13962,Mobile,2025-08-08 15:29:44+00:00,False
201101,397,Yes,1408,6046,Web,2025-08-15 17:40:05+00:00,False
201102,146,Yes,1260,11342,Mobile,2025-08-21 02:31:29+00:00,False
201103,546,Yes,2944,6653,POS,2025-08-25 07:35:51+00:00,False
201104,683,Yes,1573,8464,ATM,2025-08-14 13:01:48+00:00,False
201105,593,Yes,1629,4636,Mobile,2025-08-20 01:03:16+00:00,False
201106,109,No,227,8413,Web,2025-08-08 03:23:33+00:00,True
201107,236,No,1955,10284,ATM,2025-08-09 13:43:08+00:00,True
201108,125,Yes,74,12191,POS,2025-08-02 07:16:46+00:00,False
201109,245,Yes,1361,5561,Mobile,2025-08-05 16:19:35+00:00,False
201110,382,Yes,2940,5248,Web,2025-08-02 07:19:32+00:00,False
201111,685,Yes,840,157738,Mobile,2025-08-25 00:51:09+00:00,True
201112,132,Yes,1865,2193,Mobile,2025-08-03 12:58:28+00:00,False
201113,276,Yes,146,141503,Mobile,2025-08-17 08:12:22+00:00,False
201114,777,Yes,2344,9260,ATM,2025-08-08 09:59:50+00:00,False
201115,485,Yes,1624,8197,POS,2025-08-04 13:21:14+00:00,False
201116,187,Yes,425,11489,ATM,2025-08-13 02:21:22+00:00,False
201117,527,Yes,2949,3810,Web,2025-08-05 12:05:33+00:00,False
201118,528,Yes,432,8547,Mobile,2025-08-17 16:38:26+00:00,False
201119,512,No,1093,180850,Web,2025-08-14 22:22:23+00:00,False
201120,796,Yes,2983,7455,Web,2025-08-24 06:13:19+00:00,False
201121,161,Yes,1719,1728,Mobile,2025-08-19 09:19:20+00:00,False
201122,585,Yes,2286,7516,Mobile,2025-08-25 07:08:03+00:00,False
201123,316,Yes,2265,12084,Web,2025-08-09 19:25:17+00:00,False
201124,764,No,1321,7635,Mobile,2025-08-09 08:42:08+00:00,False
201125,166,Yes,2684,18594,Web,2025-08-11 06:04:38+00:00,False
201126,284,Yes,714,10638,Mobile,2025-08-01 17:34:46+00:00,False
201127,191,Yes,2029,10970,Web,2025-08-18 01:00:16+00:00,False
201128,327,Yes,740,10702,ATM,2025-08-04 11:01:13+00:00,True
201129,275,Yes,1005,8909,Mobile,2025-08-19 16:39:19+00:00,False
201130,540,Yes,1439,17875,Mobile,2025-08-05 01:17:42+00:00,False
201131,157,No,968,10636,Web,2025-08-05 23:56:10+00:00,True
201132,742,Yes,2238,13193,Web,2025-08-14 07:16:15+00:00,False
201133,279,Yes,126,8414,Web,2025-08-01 05:43:19+00:00,False
201134,136,Yes,44,3029,Mobile,2025-08-18 12:07:20+00:00,False
201135,660,Yes,221,12559,Mobile,2025-08-04 21:06:56+00:00,False
201136,128,No,2586,16673,Web,2025-08-13 14:49:47+00:00,False
201137,114,Yes,962,6067,POS,2025-08-14 12:12:34+00:00,False
201138,122,No,699,8594,POS,2025-08-14 11:34:32+00:00,True
201139,665,Yes,2113,294424,Web,2025-08-25 01:28:50+00:00,False
201140,629,Yes,1819,5911,Mobile,2025-08-14 08:05:19+00:00,False
201141,411,Yes,643,11090,Web,2025-08-15 00:20:40+00:00,False
201142,791,Yes,430,15166,POS,2025-08-15 18:51:09+00:00,False
201143,683,No,513,197834,ATM,2025-08-15 02:28:28+00:00,False
201144,750,No,2041,7376,Web,2025-08-11 02:31:11+00:00,False
201145,119,Yes,1695,179026,POS,2025-08-03 09:29:17+00:00,False
201146,646,Yes,1194,146483,Mobile,2025-08-03 02:04:23+00:00,False
201147,657,Yes,1910,10783,ATM,2025-08-18 10:35:37+00:00,False
201148,644,Yes,382,43582,ATM,2025-08-15 16:16:06+00:00,False
201149,690,No,2656,10105,POS,2025-08-22 06:47:56+00:00,False
201150,655,Yes,755,15643,Mobile,2025-08-22 23:01:40+00:00,False
201151,286,Yes,1685,5555,POS,2025-08-24 18:51:59+00:00,False
201152,499,Yes,2088,10995,ATM,2025-08-11 16:09:48+00:00,False
201153,637,Yes,1721,5465,POS,2025-08-06 04:45:17+00:00,False
201154,349,Yes,1413,7650,POS,2025-08-19 04:02:43+00:00,False
201155,155,No,1121,4812,Mobile,2025-08-16 19:52:02+00:00,True
201156,115,Yes,737,7644,Web,2025-08-05 21:00:26+00:00,False
201157,293,Yes,1596,5977,Mobile,2025-08-21 05:43:41+00:00,False
201158,131,Yes,1235,56294,POS,2025-08-07 14:07:28+00:00,False
201159,743,Yes,2843,7058,POS,2025-08-23 11:10:13+00:00,False
201160,119,Yes,1326,2869,Web,2025-08-09 21:25:39+00:00,False
201161,787,Yes,101,37645,Mobile,2025-08-13 05:31:37+00:00,False
201162,246,No,1780,11632,POS,2025-08-10 07:37:11+00:00,False
201163,346,Yes,616,9245,Mobile,2025-08-22 02:27:09+00:00,False
201164,440,Yes,488,20055,Mobile,2025-08-02 14:05:11+00:00,False
201165,681,Yes,104,216837,Web,2025-08-16 01:18:15+00:00,False
201166,633,Yes,1544,4943,POS,2025-08-07 03:56:44+00:00,True
201167,660,Yes,920,7878,Web,2025-08-01 04:02:26+00:00,False
201168,419,No,2928,7471,Mobile,2025-08-18 21:15:16+00:00,False
201169,736,Yes,1367,22334,ATM,2025-08-14 23:21:56+00:00,False
201170,488,Yes,1114,5019,Mobile,2025-08-06 15:36:31+00:00,False
201171,309,Yes,1356,2883,ATM,2025-08-09 19:39:41+00:00,False
201172,213,Yes,449,15806,ATM,2025-08-21 16:12:00+00:00,False
201173,405,Yes,1526,4438,Web,2025-08-23 00:29:38+00:00,False
201174,564,Yes,2500,127624,Web,2025-08-01 23:24:38+00:00,False
201175,497,No,2592,293947,Mobile,2025-08-16 11:51:16+00:00,True
201176,754,Yes,2798,12651,Mobile,2025-08-07 03:55:37+00:00,False
201177,788,No,878,4555,Web,2025-08-03 03:45:40+00:00,False
201178,461,Yes,2869,12346,ATM,2025-08-06 17:41:53+00:00,False
201179,180,Yes,1450,11598,POS,2025-08-09 01:09:56+00:00,False
201180,534,Yes,1500,3701,Mobile,2025-08-24 08:33:19+00:00,True
201181,649,Yes,44,10434,POS,2025-08-20 06:10:55+00:00,False
201182,769,No,207,5402,Web,2025-08-14 15:36:50+00:00,False
201183,235,Yes,1283,14810,Mobile,2025-08-03 11:42:19+00:00,False
201184,453,No,321,16763,ATM,2025-08-21 23:27:08+00:00,False
201185,683,No,840,12359,Web,2025-08-09 01:00:20+00:00,True
201186,276,Yes,1242,13649,Web,2025-08-15 17:03:59+00:00,False
201187,161,No,1668,8872,Web,2025-08-19 15:55:32+00:00,False
201188,536,Yes,2421,98557,Mobile,2025-08-15 01:41:06+00:00,False
201189,224,Yes,348,4690,Mobile,2025-08-15 11:45:34+00:00,False
201190,691,Yes,2405,111717,Web,2025-08-12 15:59:56+00:00,True
201191,713,Yes,1975,7894,Web,2025-08-17 00:13:44+00:00,False
201192,647,Yes,1422,9538,Web,2025-08-22 09:06:46+00:00,False
201193,715,Yes,662,11254,Web,2025-08-20 18:46:09+00:00,False
201194,268,Yes,1818,6320,Mobile,2025-08-18 13:55:14+00:00,False
201195,169,Yes,900,3369,Mobile,2025-08-11 18:58:35+00:00,False
201196,263,Yes,1997,10401,Mobile,2025-08-21 09:25:47+00:00,False
201197,248,Yes,1634,2638,ATM,2025-08-05 01:20:31+00:00,False
201198,562,Yes,2765,267287,Mobile,2025-08-23 16:27:49+00:00,False
201199,455,Yes,644,9197,Web,2025-08-09 11:57:23+00:00,False
201200,583,Yes,1981,7967,Mobile,2025-08-01 15:03:12+00:00,False
201201,547,No,1788,126700,POS,2025-08-14 13:28:13+00:00,False
201202,123,Yes,2473,9017,Web,2025-08-09 07:06:50+00:00,False
201203,296,Yes,691,3609,Mobile,2025-08-17 13:07:53+00:00,False
201204,490,Yes,1142,4299,Web,2025-08-06 23:19:07+00:00,False
201205,749,Yes,539,20557,POS,2025-08-19 10:04:26+00:00,False
201206,586,No,998,9921,Web,2025-08-17 00:22:20+00:00,False
201207,339,Yes,750,6336,Mobile,2025-08-03 08:10:57+00:00,False
201208,252,Yes,366,218478,POS,2025-08-11 15:57:04+00:00,True
201209,406,No,2051,10277,Web,2025-08-25 17:45:29+00:00,False
201210,215,Yes,2322,41733,Mobile,2025-08-19 18:12:24+00:00,False
201211,709,Yes,117,4457,Mobile,2025-08-16 20:28:14+00:00,False
201212,513,Yes,1608,11518,Web,2025-08-15 01:16:55+00:00,False
201213,160,Yes,2243,8786,POS,2025-08-19 21:44:55+00:00,False
201214,297,Yes,2690,2614,Mobile,2025-08-01 21:35:54+00:00,False
201215,545,No,308,109561,Mobile,2025-08-08 06:21:51+00:00,True
201216,425,Yes,1872,93068,ATM,2025-08-14 01:20:56+00:00,False
201217,371,Yes,2735,16882,Web,2025-08-12 00:46:58+00:00,False
201218,376,Yes,883,8268,Web,2025-08-22 04:10:51+00:00,False
201219,114,Yes,2927,3628,Web,2025-08-24 13:56:50+00:00,False
201220,608,Yes,578,299732,Mobile,2025-08-14 21:42:05+00:00,False
201221,161,Yes,1994,7408,Mobile,2025-08-21 07:54:06+00:00,False
201222,793,Yes,545,246227,Mobile,2025-08-25 04:52:39+00:00,True
201223,696,Yes,2949,10011,Web,2025-08-25 18:40:26+00:00,False
201224,260,Yes,2724,95713,Mobile,2025-08-23 14:22:21+00:00,False
201225,219,Yes,2198,22688,Mobile,2025-08-02 14:09:30+00:00,False
201226,585,Yes,2154,15829,Web,2025-08-09 06:38:21+00:00,False
201227,212,No,2294,7212,Mobile,2025-08-17 13:14:28+00:00,True
201228,179,Yes,1851,16197,Web,2025-08-08 17:56:07+00:00,False
201229,441,Yes,2429,66238,Mobile,2025-08-17 05:25:54+00:00,False
201230,400,Yes,274,65254,Mobile,2025-08-05 02:37:39+00:00,False
201231,249,Yes,209,5652,Web,2025-08-03 08:21:38+00:00,False
201232,577,Yes,845,12367,POS,2025-08-11 21:18:15+00:00,True
201233,231,Yes,535,9475,ATM,2025-08-21 13:29:19+00:00,False
201234,647,Yes,2708,197559,Mobile,2025-08-07 21:55:42+00:00,False
201235,573,Yes,1277,9804,Web,2025-08-06 15:05:12+00:00,False
201236,648,Yes,2920,19941,Web,2025-08-22 02:05:02+00:00,False
201237,293,Yes,2480,9268,Web,2025-08-05 23:39:27+00:00,False
201238,770,Yes,2417,8438,Web,2025-08-07 10:34:53+00:00,False
201239,638,Yes,956,8963,POS,2025-08-11 00:28:01+00:00,False
201240,460,No,2787,3506,Mobile,2025-08-24 07:43:16+00:00,False
201241,679,No,2637,4072,Web,2025-08-24 14:42:34+00:00,False
201242,309,Yes,935,6406,Web,2025-08-19 13:32:30+00:00,False
201243,774,Yes,757,36406,Mobile,2025-08-19 17:31:05+00:00,False
201244,612,Yes,103,8802,POS,2025-08-24 20:56:47+00:00,False
201245,306,Yes,2672,8128,Mobile,2025-08-21 23:55:00+00:00,False
201246,738,Yes,93,11309,ATM,2025-08-07 05:56:17+00:00,False
201247,695,Yes,1544,20519,Web,2025-08-09 06:41:27+00:00,False
201248,523,Yes,2236,227067,Mobile,2025-08-17 04:52:15+00:00,True
201249,410,Yes,1158,7234,POS,2025-08-01 20:36:05+00:00,False
201250,582,Yes,1178,15577,Mobile,2025-08-24 18:11:49+00:00,False
201251,303,No,1108,14534,Mobile,2025-08-03 07:37:35+00:00,False
201252,376,Yes,116,6225,Web,2025-08-25 11:35:09+00:00,False
201253,562,Yes,834,4912,ATM,2025-08-25 00:37:33+00:00,False
201254,134,No,2643,26626,Mobile,2025-08-18 07:16:17+00:00,False
201255,241,No,1443,132717,POS,2025-08-15 02:11:58+00:00,True
201256,159,Yes,961,66450,Web,2025-08-11 16:28:59+00:00,False
201257,273,Yes,1573,10317,ATM,2025-08-01 13:58:24+00:00,False
201258,502,Yes,564,22377,Web,2025-08-19 12:50:56+00:00,False
201259,101,Yes,759,16331,Mobile,2025-08-21 16:43:24+00:00,False
201260,569,Yes,2560,8028,Web,2025-08-07 06:10:18+00:00,False
201261,586,Yes,1514,16233,Web,2025-08-25 05:24:41+00:00,False
201262,272,Yes,529,298732,Web,2025-08-20 23:14:06+00:00,False
201263,674,Yes,1148,15097,Web,2025-08-19 23:50:15+00:00,False
201264,323,Yes,1742,200517,Mobile,2025-08-01 05:34:20+00:00,True
201265,690,Yes,1880,16166,Web,2025-08-23 16:39:02+00:00,False
201266,763,Yes,1472,5900,Web,2025-08-12 19:32:49+00:00,False
201267,633,Yes,2345,8364,Mobile,2025-08-17 15:37:49+00:00,False
201268,766,Yes,1225,280500,POS,2025-08-04 08:28:41+00:00,False
201269,539,Yes,2974,4859,ATM,2025-08-23 20:48:07+00:00,False
201270,253,No,432,21829,Web,2025-08-02 04:34:24+00:00,False
201271,212,No,2964,2451,POS,2025-08-15 10:17:05+00:00,False
201272,270,Yes,506,236097,Mobile,2025-08-10 21:58:14+00:00,False
201273,623,Yes,2913,275245,Mobile,2025-08-22 14:59:41+00:00,False
201274,317,Yes,267,2547,POS,2025-08-13 22:26:58+00:00,False
201275,474,Yes,424,7604,Web,2025-08-02 14:22:20+00:00,False
201276,187,Yes,42,13362,Mobile,2025-08-05 18:42:01+00:00,False
201277,576,Yes,1020,11755,Mobile,2025-08-11 00:34:48+00:00,False
201278,766,Yes,1520,5183,Mobile,2025-08-22 09:06:54+00:00,False
201279,732,Yes,620,259725,Mobile,2025-08-10 10:46:58+00:00,False
201280,302,Yes,1402,8745,Mobile,2025-08-24 04:56:18+00:00,False
201281,684,Yes,1530,21592,Mobile,2025-08-24 04:19:23+00:00,False
201282,196,No,467,9720,POS,2025-08-10 10:26:00+00:00,True
201283,265,No,431,2051,POS,2025-08-07 06:57:18+00:00,False
201284,603,Yes,1061,9335,Web,2025-08-10 06:16:21+00:00,False
201285,162,Yes,407,11793,Mobile,2025-08-14 19:16:06+00:00,False
201286,213,Yes,762,10143,Web,2025-08-17 12:36:00+00:00,False
201287,578,Yes,719,5608,POS,2025-08-18 19:25:34+00:00,False
201288,284,No,1967,1648,Web,2025-08-17 18:11:06+00:00,False
201289,575,Yes,950,275051,POS,2025-08-23 21:13:45+00:00,False
201290,318,Yes,1003,2399,ATM,2025-08-24 03:07:54+00:00,False
201291,215,No,2768,83102,Web,2025-08-01 12:36:48+00:00,False
201292,741,No,270,10267,Mobile,2025-08-24 14:29:34+00:00,False
201293,408,Yes,2358,2462,POS,2025-08-09 18:22:20+00:00,False
201294,416,Yes,1249,8722,Web,2025-08-08 03:36:18+00:00,False
201295,183,Yes,2200,3521,Web,2025-08-15 06:18:10+00:00,False
201296,227,No,1840,15009,Mobile,2025-08-09 08:30:23+00:00,True
201297,792,Yes,2867,12369,Mobile,2025-08-04 02:03:05+00:00,False
201298,244,Yes,1094,8202,Mobile,2025-08-03 04:39:05+00:00,False
201299,498,Yes,1389,7092,ATM,2025-08-18 15:08:11+00:00,False
201300,699,Yes,14,6981,Web,2025-08-25 13:33:27+00:00,False
201301,288,Yes,110,4111,POS,2025-08-03 22:13:03+00:00,False
201302,484,Yes,2344,7657,Web,2025-08-19 00:32:26+00:00,False
201303,758,Yes,136,2601,ATM,2025-08-22 10:06:31+00:00,False
201304,451,No,2567,8078,Mobile,2025-08-11 17:49:15+00:00,False
201305,287,Yes,420,6073,Web,2025-08-09 00:49:41+00:00,False
201306,762,No,2194,9938,Mobile,2025-08-14 04:33:28+00:00,False
201307,438,Yes,1950,2100,Web,2025-08-03 11:38:19+00:00,False
201308,146,Yes,2701,8395,Mobile,2025-08-04 01:01:05+00:00,False
201309,497,Yes,1907,239251,Web,2025-08-07 10:48:41+00:00,False
201310,527,Yes,2007,220515,ATM,2025-08-21 21:04:35+00:00,False
201311,745,Yes,2724,77350,Mobile,2025-08-11 08:45:05+00:00,False
201312,629,Yes,1063,8698,Web,2025-08-19 17:38:43+00:00,False
201313,341,Yes,1557,12348,Web,2025-08-03 05:34:25+00:00,False
201314,666,Yes,582,9562,Mobile,2025-08-14 17:59:56+00:00,False
201315,693,Yes,661,4242,POS,2025-08-14 18:46:44+00:00,False
201316,396,Yes,2327,299992,Web,2025-08-18 09:18:51+00:00,True
201317,717,Yes,2600,15267,Mobile,2025-08-06 01:56:46+00:00,False
201318,407,Yes,859,97147,ATM,2025-08-15 01:17:32+00:00,True
201319,254,Yes,2103,10610,Web,2025-08-01 20:34:27+00:00,False
201320,142,Yes,950,34466,Web,2025-08-03 20:50:10+00:00,False
201321,604,Yes,60,9755,ATM,2025-08-10 05:14:17+00:00,False
201322,170,Yes,1503,16124,Web,2025-08-19 16:28:02+00:00,False
201323,169,Yes,1063,13120,Web,2025-08-19 06:24:37+00:00,False
201324,129,Yes,2010,13264,Web,2025-08-12 22:57:44+00:00,False
201325,508,No,1029,4435,POS,2025-08-17 00:36:03+00:00,False
201326,605,Yes,2430,15992,Mobile,2025-08-25 14:08:19+00:00,False
201327,560,No,2060,10351,Mobile,2025-08-11 10:17:47+00:00,False
201328,197,Yes,2533,12165,Web,2025-08-07 01:15:06+00:00,False
201329,458,Yes,1072,3655,Mobile,2025-08-25 01:03:35+00:00,False
201330,358,Yes,1376,7493,Web,2025-08-20 18:40:25+00:00,False
201331,798,Yes,182,12932,POS,2025-08-09 22:39:00+00:00,False
201332,215,Yes,2930,2081,Mobile,2025-08-19 08:54:54+00:00,False
201333,467,Yes,977,28054,Web,2025-08-19 10:12:39+00:00,False
201334,513,Yes,1912,22553,POS,2025-08-23 19:46:43+00:00,False
201335,611,Yes,2251,5639,Web,2025-08-08 20:20:53+00:00,False
201336,686,No,2962,151009,POS,2025-08-02 13:19:31+00:00,False
201337,692,No,728,3774,Web,2025-08-13 22:27:36+00:00,True
201338,520,Yes,706,7891,Mobile,2025-08-07 05:36:10+00:00,False
201339,500,Yes,499,17634,Web,2025-08-04 05:27:13+00:00,False
201340,779,Yes,1194,274265,Web,2025-08-22 04:39:39+00:00,True
201341,151,No,987,186874,POS,2025-08-21 19:51:17+00:00,False
201342,190,Yes,2636,136954,Web,2025-08-14 06:27:07+00:00,True
201343,679,Yes,43,193352,Mobile,2025-08-23 15:52:25+00:00,False
201344,526,Yes,29,9272,Mobile,2025-08-23 11:08:25+00:00,True
201345,434,Yes,827,4875,POS,2025-08-15 13:26:25+00:00,False
201346,132,Yes,2086,7661,Web,2025-08-16 15:59:07+00:00,True
201347,736,Yes,1618,2337,POS,2025-08-09 18:10:17+00:00,False
201348,223,Yes,153,190505,ATM,2025-08-15 10:36:09+00:00,False
201349,574,Yes,2740,8924,Mobile,2025-08-04 13:08:35+00:00,False
201350,657,Yes,2956,7314,Web,2025-08-08 17:31:28+00:00,False
201351,241,Yes,2301,13439,POS,2025-08-19 21:32:44+00:00,False
201352,795,Yes,2508,4363,Web,2025-08-09 10:40:25+00:00,False
201353,169,Yes,1895,2489,Mobile,2025-08-04 15:19:19+00:00,False
201354,208,Yes,1716,15664,Mobile,2025-08-03 21:54:15+00:00,False
201355,432,Yes,948,5212,ATM,2025-08-14 11:30:28+00:00,False
201356,721,Yes,707,12322,Mobile,2025-08-22 04:59:08+00:00,False
201357,448,Yes,1969,9820,ATM,2025-08-12 10:13:10+00:00,False
201358,157,Yes,1045,78259,ATM,2025-08-20 17:24:36+00:00,False
201359,493,Yes,46,2808,POS,2025-08-04 09:03:22+00:00,False
201360,286,Yes,2786,10664,Mobile,2025-08-05 03:04:44+00:00,False
201361,586,Yes,1260,8041,Mobile,2025-08-12 10:42:08+00:00,False
201362,151,Yes,2705,195685,Mobile,2025-08-13 10:08:17+00:00,False
201363,679,Yes,1891,13465,Web,2025-08-06 07:56:47+00:00,False
201364,152,Yes,180,5668,Web,2025-08-21 20:47:41+00:00,False
201365,657,Yes,1280,22162,Web,2025-08-25 18:25:28+00:00,False
201366,787,No,1084,127290,Web,2025-08-23 03:40:41+00:00,False
201367,304,No,562,2490,Web,2025-08-08 21:52:33+00:00,False
201368,446,Yes,1353,9583,Web,2025-08-21 10:04:58+00:00,False
201369,591,Yes,1439,26502,Web,2025-08-23 13:47:26+00:00,False
201370,581,Yes,1823,3506,POS,2025-08-08 03:03:16+00:00,False
201371,307,Yes,1866,6082,Web,2025-08-03 15:07:05+00:00,False
201372,158,Yes,695,5501,Web,2025-08-03 07:43:44+00:00,False
201373,483,Yes,715,4477,Mobile,2025-08-23 09:02:53+00:00,False
201374,779,Yes,520,17563,Web,2025-08-20 21:04:08+00:00,False
201375,628,No,635,9743,POS,2025-08-14 12:10:27+00:00,False
201376,265,Yes,745,6211,Mobile,2025-08-14 00:07:40+00:00,False
201377,350,No,947,4919,Web,2025-08-12 11:05:57+00:00,False
201378,367,Yes,2603,25889,Mobile,2025-08-23 10:53:52+00:00,False
201379,276,No,715,7204,Mobile,2025-08-08 18:51:01+00:00,False
201380,253,Yes,2385,20544,Web,2025-08-04 05:27:53+00:00,False
201381,583,Yes,1491,8380,POS,2025-08-10 10:28:02+00:00,False
201382,205,Yes,1488,3876,Web,2025-08-07 10:30:09+00:00,False
201383,240,No,1813,3819,Web,2025-08-23 07:17:43+00:00,False
201384,678,Yes,241,5007,Mobile,2025-08-02 19:55:53+00:00,False
201385,711,Yes,2632,2829,Web,2025-08-19 13:07:21+00:00,False
201386,748,Yes,628,2660,POS,2025-08-12 18:37:57+00:00,False
201387,434,Yes,2113,7081,Mobile,2025-08-03 06:47:13+00:00,False
201388,506,Yes,731,35848,Web,2025-08-25 06:15:31+00:00,False
201389,695,Yes,2505,9866,Mobile,2025-08-06 00:55:02+00:00,False
201390,225,Yes,2175,7258,Web,2025-08-21 04:42:15+00:00,False
201391,525,Yes,1426,10687,Mobile,2025-08-23 11:10:36+00:00,False
201392,477,Yes,2654,5459,ATM,2025-08-07 16:47:12+00:00,True
201393,126,Yes,2434,3546,Web,2025-08-15 14:22:04+00:00,False
201394,531,Yes,1668,5205,Mobile,2025-08-23 16:37:46+00:00,False
201395,607,Yes,2867,280699,Web,2025-08-22 05:10:31+00:00,False
201396,571,Yes,1382,9896,POS,2025-08-19 06:23:14+00:00,False
201397,160,Yes,1667,6752,ATM,2025-08-09 08:53:30+00:00,False
201398,359,Yes,2903,159593,ATM,2025-08-12 18:17:04+00:00,False
201399,488,Yes,1994,11578,Mobile,2025-08-24 14:45:15+00:00,False
201400,111,Yes,337,224197,POS,2025-08-24 09:53:34+00:00,False
201401,129,Yes,319,4500,Mobile,2025-08-08 07:50:58+00:00,False
201402,664,No,1883,4993,Mobile,2025-08-15 22:08:27+00:00,False
201403,426,No,2569,8540,Mobile,2025-08-25 00:41:24+00:00,False
201404,359,Yes,1127,9738,Web,2025-08-21 22:05:22+00:00,False
201405,270,Yes,307,7998,POS,2025-08-14 21:09:43+00:00,False
